@relation 'no_zero_other_class_at_end-weka.filters.unsupervised.attribute.Remove-V-R1-2,4,13'

@attribute Time numeric
@attribute Day numeric
@attribute Quarter {Winter,Spring,Fall,Other,Summer}
@attribute Class {Empty,'Not Busy','Moderately Busy',Busy}

@data
1330,1,Other,'Not Busy'
1330,3,Other,'Moderately Busy'
1330,3,Fall,Busy
1330,6,Fall,'Moderately Busy'
1330,1,Fall,Busy
1330,5,Winter,'Moderately Busy'
1330,1,Winter,Busy
1330,2,Winter,Busy
1330,5,Spring,'Moderately Busy'
1330,0,Spring,Busy
1330,3,Spring,'Moderately Busy'
1330,3,Summer,'Moderately Busy'
1330,5,Summer,'Moderately Busy'
1330,6,Summer,Empty
1330,2,Other,'Moderately Busy'
1330,4,Other,'Moderately Busy'
1330,4,Fall,Busy
1330,0,Fall,Busy
1330,2,Fall,Busy
1330,6,Winter,Busy
1330,2,Winter,Busy
1330,3,Winter,Busy
1330,6,Spring,Busy
1330,1,Spring,Busy
1330,4,Spring,'Moderately Busy'
1330,4,Summer,'Moderately Busy'
1330,6,Summer,'Moderately Busy'
1330,0,Summer,'Moderately Busy'
1330,3,Other,'Moderately Busy'
1330,5,Other,Empty
1330,5,Fall,'Moderately Busy'
1330,1,Fall,Busy
1330,3,Fall,Busy
1330,0,Winter,Busy
1330,3,Winter,Busy
1330,4,Winter,Busy
1330,0,Spring,Busy
1330,2,Spring,Busy
1330,5,Spring,Empty
1330,5,Summer,'Not Busy'
1330,0,Summer,Busy
1330,1,Summer,'Moderately Busy'
1330,4,Fall,'Not Busy'
1330,6,Fall,Busy
1330,2,Fall,Busy
1330,4,Fall,'Moderately Busy'
1330,1,Winter,Busy
1330,4,Winter,Busy
1330,5,Winter,Busy
1330,1,Spring,Busy
1330,3,Spring,Busy
1330,6,Summer,'Not Busy'
1330,1,Summer,'Moderately Busy'
1330,2,Summer,'Not Busy'
1330,5,Fall,Empty
1330,0,Other,'Not Busy'
1330,0,Fall,Busy
1330,3,Fall,Busy
1330,5,Fall,Empty
1330,2,Winter,Busy
1330,5,Winter,'Moderately Busy'
1330,6,Winter,Busy
1330,2,Spring,Busy
1330,4,Spring,Busy
1330,0,Other,'Not Busy'
1330,0,Summer,'Moderately Busy'
1330,2,Summer,'Moderately Busy'
1330,3,Summer,'Moderately Busy'
1330,1,Other,'Not Busy'
1330,1,Fall,Busy
1330,4,Fall,Busy
1330,3,Winter,Busy
1330,6,Winter,'Moderately Busy'
1330,0,Winter,Busy
1330,3,Spring,Busy
1330,5,Spring,'Moderately Busy'
1330,1,Other,'Moderately Busy'
1330,1,Summer,'Moderately Busy'
1330,3,Summer,'Moderately Busy'
1330,4,Summer,'Not Busy'
1330,0,Fall,'Not Busy'
1330,2,Other,'Not Busy'
1330,2,Fall,Busy
1330,5,Fall,'Moderately Busy'
1330,0,Other,'Not Busy'
1330,4,Winter,Busy
1330,0,Winter,Busy
1330,1,Winter,Busy
1330,4,Spring,Busy
1330,6,Spring,'Moderately Busy'
1330,2,Other,'Moderately Busy'
1330,2,Summer,'Moderately Busy'
1330,4,Summer,'Moderately Busy'
1330,5,Summer,Empty
1330,1,Fall,'Not Busy'
1330,3,Other,Empty
1330,3,Fall,Busy
1330,6,Fall,Busy
1330,1,Other,'Moderately Busy'
1330,5,Winter,'Moderately Busy'
1330,1,Winter,Busy
1330,2,Winter,Busy
1330,5,Spring,'Moderately Busy'
1330,0,Spring,Busy
1330,3,Other,'Moderately Busy'
1330,3,Summer,'Moderately Busy'
1330,5,Summer,'Moderately Busy'
1330,2,Fall,'Not Busy'
1330,4,Other,'Not Busy'
1330,4,Fall,Busy
1330,0,Fall,Busy
1330,2,Other,'Not Busy'
1330,6,Winter,'Moderately Busy'
1330,2,Winter,Busy
1330,3,Winter,Busy
1330,6,Spring,Busy
1330,1,Spring,Busy
1330,4,Other,'Not Busy'
1330,4,Summer,'Not Busy'
1330,6,Summer,'Moderately Busy'
1330,0,Other,'Moderately Busy'
1330,3,Fall,'Not Busy'
1330,5,Other,'Not Busy'
1330,5,Fall,'Moderately Busy'
1330,1,Fall,Busy
1330,3,Other,Empty
1330,3,Winter,Busy
1330,4,Winter,'Moderately Busy'
1330,0,Spring,Busy
1330,2,Spring,Busy
1330,5,Other,Empty
1330,5,Summer,Empty
1330,0,Summer,'Moderately Busy'
1330,1,Other,'Moderately Busy'
1330,4,Fall,'Not Busy'
1330,6,Other,'Not Busy'
1330,6,Fall,Busy
1330,2,Fall,Busy
1330,4,Other,'Not Busy'
1330,1,Winter,Busy
1330,4,Winter,Busy
1330,5,Winter,Empty
1330,1,Spring,Busy
1330,3,Spring,Busy
1330,6,Summer,'Not Busy'
1330,1,Summer,'Moderately Busy'
1330,2,Other,'Not Busy'
1330,5,Fall,Empty
1330,0,Other,'Not Busy'
1330,0,Fall,Busy
1330,3,Fall,Busy
1330,2,Winter,Busy
1330,5,Winter,'Moderately Busy'
1330,2,Spring,Busy
1330,4,Spring,Busy
1330,0,Summer,'Moderately Busy'
1330,0,Summer,'Moderately Busy'
1330,2,Summer,'Moderately Busy'
1330,3,Other,'Not Busy'
1330,6,Fall,'Not Busy'
1330,1,Other,Busy
1330,1,Fall,Busy
1330,4,Fall,Busy
1330,3,Winter,Busy
1330,6,Winter,'Moderately Busy'
1330,0,Other,'Not Busy'
1330,3,Spring,Busy
1330,5,Spring,'Not Busy'
1330,1,Summer,'Moderately Busy'
1330,1,Summer,'Moderately Busy'
1330,3,Summer,'Not Busy'
1330,4,Other,'Not Busy'
1330,0,Fall,Busy
1330,2,Other,Busy
1330,2,Fall,Busy
1330,5,Fall,'Moderately Busy'
1330,0,Other,'Not Busy'
1330,4,Winter,Busy
1330,0,Winter,Busy
1330,1,Other,'Not Busy'
1330,4,Spring,Busy
1330,6,Spring,Busy
1330,2,Summer,'Not Busy'
1330,2,Summer,'Moderately Busy'
1330,4,Summer,'Moderately Busy'
1330,5,Other,Empty
1330,1,Fall,Busy
1330,3,Other,Busy
1330,3,Fall,Busy
1330,6,Fall,Busy
1330,1,Other,'Not Busy'
1330,5,Winter,Busy
1330,1,Winter,Busy
1330,2,Other,'Not Busy'
1330,5,Spring,'Moderately Busy'
1330,0,Spring,Busy
1330,3,Summer,'Not Busy'
1330,3,Summer,'Moderately Busy'
1330,5,Summer,'Moderately Busy'
1330,2,Fall,Busy
1330,4,Other,Busy
1330,4,Fall,Busy
1330,0,Fall,Busy
1330,2,Other,'Not Busy'
1330,6,Winter,Busy
1330,2,Winter,Busy
1330,3,Other,'Not Busy'
1330,6,Spring,Busy
1330,1,Spring,Busy
1330,4,Summer,'Not Busy'
1330,4,Summer,'Moderately Busy'
1330,6,Summer,'Moderately Busy'
1330,0,Other,'Not Busy'
1330,3,Fall,Busy
1330,5,Other,'Moderately Busy'
1330,5,Fall,'Moderately Busy'
1330,1,Fall,Busy
1330,0,Winter,Busy
1330,3,Winter,Busy
1330,4,Other,'Not Busy'
1330,0,Spring,Busy
1330,2,Spring,Busy
1330,5,Summer,Empty
1330,5,Summer,Empty
1330,0,Summer,Busy
1330,1,Other,'Moderately Busy'
1330,4,Fall,Busy
1330,6,Other,Busy
1330,6,Fall,Busy
1330,2,Fall,'Moderately Busy'
1330,1,Winter,Busy
1330,4,Winter,Busy
1330,5,Other,Empty
1330,1,Spring,Busy
1330,3,Spring,Busy
1330,6,Summer,Empty
1330,6,Summer,'Not Busy'
1330,1,Summer,Busy
1330,2,Other,'Moderately Busy'
1330,5,Fall,'Moderately Busy'
1330,0,Other,Busy
1330,0,Fall,Busy
1330,2,Winter,Busy
1330,5,Winter,'Moderately Busy'
1330,2,Spring,Busy
1330,4,Spring,Busy
1330,0,Summer,'Moderately Busy'
1330,0,Summer,'Moderately Busy'
1330,2,Summer,'Moderately Busy'
1330,3,Other,'Moderately Busy'
1330,6,Fall,Busy
1330,1,Other,Busy
1330,1,Fall,Busy
1330,3,Winter,Busy
1330,6,Winter,Busy
1330,0,Other,'Moderately Busy'
1330,3,Spring,Busy
1330,5,Spring,'Moderately Busy'
1330,1,Summer,'Moderately Busy'
1330,1,Summer,'Not Busy'
1330,3,Summer,'Moderately Busy'
1330,4,Other,'Not Busy'
1330,0,Fall,Busy
1330,2,Other,Busy
1330,2,Fall,Busy
1330,5,Fall,Empty
1330,0,Other,'Not Busy'
1330,4,Winter,Busy
1330,0,Winter,Busy
1330,1,Spring,Busy
1330,4,Spring,Busy
1330,6,Spring,'Moderately Busy'
1330,2,Summer,'Not Busy'
1330,2,Summer,'Moderately Busy'
1330,4,Summer,'Moderately Busy'
1330,5,Other,Empty
1330,1,Fall,Busy
1330,3,Other,Busy
1330,3,Fall,Busy
1330,6,Fall,'Moderately Busy'
1330,1,Other,'Not Busy'
1330,5,Winter,Busy
1330,2,Spring,Busy
1330,5,Spring,'Moderately Busy'
1330,0,Spring,Busy
1330,3,Summer,'Moderately Busy'
1330,3,Summer,'Moderately Busy'
1330,5,Summer,'Moderately Busy'
1330,2,Fall,Busy
1330,4,Other,Busy
1330,4,Fall,Busy
1330,0,Fall,Busy
1330,2,Other,'Not Busy'
1330,6,Winter,Busy
1330,3,Spring,Busy
1330,1,Spring,Busy
1330,4,Summer,'Moderately Busy'
1330,6,Summer,'Moderately Busy'
1330,0,Other,'Not Busy'
1330,5,Fall,'Moderately Busy'
1400,0,Winter,Busy
1400,1,Winter,Busy
1400,4,Spring,'Moderately Busy'
1400,6,Spring,Busy
1400,2,Spring,Busy
1400,2,Summer,'Moderately Busy'
1400,4,Summer,'Moderately Busy'
1400,5,Summer,Empty
1400,1,Other,'Not Busy'
1400,3,Other,'Not Busy'
1400,3,Fall,Busy
1400,6,Fall,Busy
1400,1,Fall,Busy
1400,1,Winter,Busy
1400,2,Winter,Busy
1400,5,Spring,'Moderately Busy'
1400,0,Spring,Busy
1400,3,Spring,Busy
1400,3,Summer,'Not Busy'
1400,5,Summer,'Not Busy'
1400,6,Summer,Empty
1400,2,Other,'Not Busy'
1400,4,Other,'Not Busy'
1400,4,Fall,Busy
1400,0,Fall,Busy
1400,2,Fall,Busy
1400,6,Other,'Not Busy'
1400,2,Winter,Busy
1400,3,Winter,Busy
1400,6,Spring,'Moderately Busy'
1400,1,Spring,Busy
1400,4,Spring,Busy
1400,6,Summer,'Moderately Busy'
1400,0,Summer,'Not Busy'
1400,3,Other,'Not Busy'
1400,5,Fall,'Moderately Busy'
1400,1,Fall,Busy
1400,3,Fall,Busy
1400,0,Winter,Busy
1400,3,Winter,Busy
1400,4,Winter,Busy
1400,0,Spring,'Moderately Busy'
1400,2,Spring,Busy
1400,5,Spring,Busy
1400,0,Summer,'Moderately Busy'
1400,1,Summer,'Not Busy'
1400,4,Other,'Not Busy'
1400,6,Fall,Busy
1400,2,Fall,Busy
1400,4,Fall,Busy
1400,1,Winter,Busy
1400,4,Winter,Busy
1400,5,Winter,'Moderately Busy'
1400,1,Spring,Busy
1400,3,Spring,Busy
1400,6,Spring,Busy
1400,6,Summer,Empty
1400,1,Summer,'Moderately Busy'
1400,2,Summer,'Moderately Busy'
1400,0,Other,Empty
1400,0,Fall,Busy
1400,3,Fall,Busy
1400,5,Fall,Busy
1400,2,Winter,Busy
1400,5,Winter,'Moderately Busy'
1400,6,Winter,Busy
1400,2,Spring,Busy
1400,4,Spring,Busy
1400,0,Spring,Busy
1400,0,Summer,'Moderately Busy'
1400,2,Summer,'Moderately Busy'
1400,3,Summer,'Moderately Busy'
1400,1,Other,'Not Busy'
1400,1,Fall,Busy
1400,4,Fall,Busy
1400,6,Fall,Busy
1400,3,Winter,Busy
1400,6,Winter,Busy
1400,0,Winter,Busy
1400,3,Spring,Busy
1400,5,Spring,'Moderately Busy'
1400,1,Spring,Busy
1400,1,Summer,'Moderately Busy'
1400,3,Summer,'Not Busy'
1400,4,Summer,'Moderately Busy'
1400,2,Fall,Busy
1400,5,Fall,'Moderately Busy'
1400,0,Fall,Busy
1400,4,Winter,Busy
1400,0,Winter,Busy
1400,1,Winter,Busy
1400,4,Spring,'Moderately Busy'
1400,6,Spring,'Moderately Busy'
1400,2,Spring,Busy
1400,2,Summer,'Not Busy'
1400,4,Summer,'Moderately Busy'
1400,5,Summer,Empty
1400,1,Other,'Not Busy'
1400,3,Other,'Moderately Busy'
1400,3,Fall,Busy
1400,6,Fall,'Moderately Busy'
1400,1,Fall,Busy
1400,5,Winter,'Moderately Busy'
1400,1,Winter,Busy
1400,2,Winter,Busy
1400,5,Spring,'Moderately Busy'
1400,0,Spring,Busy
1400,3,Spring,'Moderately Busy'
1400,3,Summer,'Moderately Busy'
1400,5,Summer,'Not Busy'
1400,6,Summer,Empty
1400,2,Other,'Moderately Busy'
1400,4,Other,'Moderately Busy'
1400,4,Fall,Busy
1400,0,Fall,Busy
1400,2,Fall,Busy
1400,6,Winter,'Moderately Busy'
1400,2,Winter,Busy
1400,3,Winter,Busy
1400,6,Spring,'Moderately Busy'
1400,1,Spring,Busy
1400,4,Spring,'Moderately Busy'
1400,4,Summer,'Moderately Busy'
1400,6,Summer,'Moderately Busy'
1400,0,Summer,'Not Busy'
1400,3,Other,'Not Busy'
1400,5,Fall,'Moderately Busy'
1400,1,Fall,Busy
1400,3,Fall,Busy
1400,0,Winter,Busy
1400,3,Winter,Busy
1400,4,Winter,Busy
1400,0,Spring,'Moderately Busy'
1400,2,Spring,Busy
1400,5,Spring,Empty
1400,5,Summer,Empty
1400,0,Summer,'Moderately Busy'
1400,1,Summer,'Moderately Busy'
1400,4,Fall,'Not Busy'
1400,6,Other,Empty
1400,6,Fall,Busy
1400,2,Fall,Busy
1400,4,Fall,'Moderately Busy'
1400,1,Winter,Busy
1400,4,Winter,'Moderately Busy'
1400,5,Winter,Busy
1400,1,Spring,Busy
1400,3,Spring,Busy
1400,6,Summer,'Not Busy'
1400,1,Summer,'Moderately Busy'
1400,2,Summer,'Not Busy'
1400,5,Fall,Empty
1400,0,Other,'Not Busy'
1400,0,Fall,Busy
1400,3,Fall,Busy
1400,5,Fall,Empty
1400,2,Winter,Busy
1400,5,Winter,'Moderately Busy'
1400,6,Winter,Busy
1400,2,Spring,Busy
1400,4,Spring,Busy
1400,0,Other,'Not Busy'
1400,0,Summer,'Moderately Busy'
1400,2,Summer,'Moderately Busy'
1400,3,Summer,'Not Busy'
1400,1,Other,'Not Busy'
1400,1,Fall,Busy
1400,4,Fall,Busy
1400,3,Winter,Busy
1400,6,Winter,'Moderately Busy'
1400,0,Winter,Busy
1400,3,Spring,Busy
1400,5,Spring,'Moderately Busy'
1400,1,Other,'Not Busy'
1400,1,Summer,'Moderately Busy'
1400,3,Summer,'Not Busy'
1400,4,Summer,'Not Busy'
1400,0,Fall,'Not Busy'
1400,2,Other,'Not Busy'
1400,2,Fall,Busy
1400,5,Fall,'Moderately Busy'
1400,0,Other,'Not Busy'
1400,4,Winter,Busy
1400,0,Winter,Busy
1400,1,Winter,Busy
1400,4,Spring,Busy
1400,6,Spring,'Moderately Busy'
1400,2,Other,'Not Busy'
1400,2,Summer,'Moderately Busy'
1400,4,Summer,'Moderately Busy'
1400,5,Summer,Empty
1400,1,Fall,'Not Busy'
1400,3,Other,'Not Busy'
1400,3,Fall,Busy
1400,6,Fall,Busy
1400,1,Other,'Not Busy'
1400,5,Winter,'Moderately Busy'
1400,1,Winter,Busy
1400,2,Winter,Busy
1400,5,Spring,'Moderately Busy'
1400,0,Spring,Busy
1400,3,Other,'Not Busy'
1400,3,Summer,'Not Busy'
1400,5,Summer,'Not Busy'
1400,6,Other,Empty
1400,2,Fall,Empty
1400,4,Other,Empty
1400,4,Fall,Busy
1400,0,Fall,Busy
1400,2,Other,'Not Busy'
1400,6,Winter,'Moderately Busy'
1400,2,Winter,Busy
1400,3,Winter,Busy
1400,6,Spring,'Moderately Busy'
1400,1,Spring,Busy
1400,4,Other,Empty
1400,4,Summer,'Not Busy'
1400,6,Summer,'Not Busy'
1400,0,Other,'Moderately Busy'
1400,3,Fall,'Not Busy'
1400,5,Other,'Not Busy'
1400,5,Fall,'Moderately Busy'
1400,1,Fall,Busy
1400,3,Other,Empty
1400,3,Winter,Busy
1400,4,Winter,'Moderately Busy'
1400,0,Spring,'Moderately Busy'
1400,2,Spring,Busy
1400,5,Other,Empty
1400,5,Summer,Empty
1400,0,Summer,'Moderately Busy'
1400,1,Other,'Not Busy'
1400,4,Fall,'Not Busy'
1400,6,Other,Empty
1400,6,Fall,Busy
1400,2,Fall,Busy
1400,4,Other,'Not Busy'
1400,1,Winter,Busy
1400,4,Winter,'Moderately Busy'
1400,1,Spring,Busy
1400,3,Spring,Busy
1400,6,Summer,Empty
1400,1,Summer,'Moderately Busy'
1400,2,Other,'Moderately Busy'
1400,0,Other,'Not Busy'
1400,0,Fall,Busy
1400,3,Fall,Busy
1400,2,Winter,Busy
1400,5,Winter,'Moderately Busy'
1400,6,Other,Empty
1400,2,Spring,Busy
1400,4,Spring,'Moderately Busy'
1400,0,Summer,'Moderately Busy'
1400,0,Summer,'Moderately Busy'
1400,2,Summer,'Not Busy'
1400,3,Other,'Not Busy'
1400,6,Fall,Empty
1400,1,Other,Busy
1400,1,Fall,Busy
1400,4,Fall,Busy
1400,3,Winter,Busy
1400,6,Winter,Busy
1400,0,Other,'Not Busy'
1400,3,Spring,Busy
1400,5,Spring,'Not Busy'
1400,1,Summer,'Not Busy'
1400,1,Summer,'Moderately Busy'
1400,3,Summer,'Not Busy'
1400,4,Other,'Moderately Busy'
1400,0,Fall,Busy
1400,2,Other,Busy
1400,2,Fall,Busy
1400,5,Fall,'Moderately Busy'
1400,0,Other,'Not Busy'
1400,4,Winter,Busy
1400,0,Winter,Busy
1400,1,Other,'Not Busy'
1400,4,Spring,'Moderately Busy'
1400,6,Spring,Busy
1400,2,Summer,'Not Busy'
1400,2,Summer,'Moderately Busy'
1400,4,Summer,'Moderately Busy'
1400,1,Fall,Busy
1400,3,Other,Busy
1400,3,Fall,Busy
1400,6,Fall,Busy
1400,1,Other,'Not Busy'
1400,5,Winter,'Moderately Busy'
1400,1,Winter,Busy
1400,2,Other,'Not Busy'
1400,5,Spring,'Moderately Busy'
1400,0,Spring,Busy
1400,3,Summer,'Moderately Busy'
1400,3,Summer,'Moderately Busy'
1400,5,Summer,'Moderately Busy'
1400,2,Fall,Busy
1400,4,Other,Busy
1400,4,Fall,Busy
1400,0,Fall,Busy
1400,2,Other,Empty
1400,6,Winter,Busy
1400,2,Winter,Busy
1400,3,Other,'Not Busy'
1400,6,Spring,Busy
1400,1,Spring,Busy
1400,4,Summer,'Not Busy'
1400,4,Summer,'Not Busy'
1400,6,Summer,'Moderately Busy'
1400,0,Other,'Not Busy'
1400,3,Fall,Busy
1400,5,Other,'Moderately Busy'
1400,5,Fall,'Moderately Busy'
1400,1,Fall,Busy
1400,0,Winter,Busy
1400,3,Winter,Busy
1400,4,Other,'Not Busy'
1400,0,Spring,Busy
1400,2,Spring,Busy
1400,5,Summer,Empty
1400,5,Summer,Empty
1400,0,Summer,'Moderately Busy'
1400,1,Other,'Not Busy'
1400,4,Fall,Busy
1400,6,Other,Busy
1400,6,Fall,Busy
1400,2,Fall,'Moderately Busy'
1400,1,Winter,Busy
1400,4,Winter,Busy
1400,5,Other,Empty
1400,1,Spring,Busy
1400,3,Spring,Busy
1400,6,Summer,Empty
1400,6,Summer,Empty
1400,1,Summer,'Moderately Busy'
1400,2,Other,'Not Busy'
1400,5,Fall,'Moderately Busy'
1400,0,Other,Busy
1400,0,Fall,Busy
1400,2,Winter,Busy
1400,5,Winter,'Moderately Busy'
1400,2,Spring,Busy
1400,4,Spring,Busy
1400,0,Summer,'Moderately Busy'
1400,0,Summer,'Moderately Busy'
1400,2,Summer,'Not Busy'
1400,3,Other,'Not Busy'
1400,6,Fall,'Moderately Busy'
1400,1,Other,Busy
1400,1,Fall,Busy
1400,3,Winter,Busy
1400,6,Winter,Busy
1400,0,Other,'Moderately Busy'
1400,3,Spring,Busy
1400,5,Spring,'Moderately Busy'
1400,1,Summer,'Not Busy'
1400,1,Summer,'Moderately Busy'
1400,3,Summer,'Not Busy'
1400,4,Other,'Not Busy'
1400,0,Fall,Busy
1400,2,Other,Busy
1400,2,Fall,Busy
1400,0,Other,Empty
1400,4,Winter,Busy
1400,0,Winter,Busy
1400,1,Spring,Busy
1400,4,Spring,Busy
1400,6,Spring,Busy
1400,2,Summer,'Not Busy'
1400,2,Summer,'Moderately Busy'
1400,4,Summer,'Moderately Busy'
1400,1,Fall,Busy
1400,3,Other,Busy
1400,3,Fall,Busy
1400,6,Fall,'Moderately Busy'
1400,1,Other,'Not Busy'
1400,5,Winter,Busy
1400,2,Spring,Busy
1400,5,Spring,'Moderately Busy'
1400,0,Spring,Busy
1400,3,Summer,'Not Busy'
1400,3,Summer,'Moderately Busy'
1400,5,Summer,'Not Busy'
1400,2,Fall,Busy
1400,4,Other,Busy
1400,4,Fall,Busy
1400,0,Fall,Busy
1400,2,Other,'Not Busy'
1400,6,Winter,Busy
1400,3,Spring,Busy
1400,1,Spring,Busy
1400,4,Summer,'Moderately Busy'
1400,6,Summer,'Not Busy'
1400,0,Other,'Not Busy'
1400,5,Fall,'Moderately Busy'
1430,0,Winter,Busy
1430,1,Winter,Busy
1430,4,Spring,'Moderately Busy'
1430,6,Spring,'Moderately Busy'
1430,2,Spring,Busy
1430,2,Summer,'Not Busy'
1430,4,Summer,'Moderately Busy'
1430,5,Summer,Empty
1430,1,Other,'Not Busy'
1430,3,Other,'Not Busy'
1430,3,Fall,Busy
1430,6,Fall,Busy
1430,1,Fall,Busy
1430,1,Winter,Busy
1430,2,Winter,Busy
1430,5,Spring,'Moderately Busy'
1430,0,Spring,Busy
1430,3,Spring,Busy
1430,3,Summer,'Not Busy'
1430,5,Summer,'Not Busy'
1430,6,Summer,Empty
1430,2,Other,'Not Busy'
1430,4,Other,'Not Busy'
1430,4,Fall,Busy
1430,0,Fall,Busy
1430,2,Fall,Busy
1430,6,Other,Empty
1430,2,Winter,Busy
1430,3,Winter,Busy
1430,6,Spring,'Moderately Busy'
1430,1,Spring,'Moderately Busy'
1430,4,Spring,Busy
1430,6,Summer,'Not Busy'
1430,0,Summer,'Not Busy'
1430,3,Other,'Not Busy'
1430,5,Fall,'Moderately Busy'
1430,1,Fall,Busy
1430,3,Fall,Busy
1430,0,Winter,Busy
1430,3,Winter,Busy
1430,4,Winter,Busy
1430,0,Spring,Busy
1430,2,Spring,Busy
1430,5,Spring,'Moderately Busy'
1430,0,Summer,'Not Busy'
1430,1,Summer,'Not Busy'
1430,4,Other,'Not Busy'
1430,6,Fall,'Moderately Busy'
1430,2,Fall,Busy
1430,4,Fall,Busy
1430,1,Winter,Busy
1430,4,Winter,Busy
1430,5,Winter,'Moderately Busy'
1430,1,Spring,'Moderately Busy'
1430,3,Spring,Busy
1430,6,Spring,Busy
1430,6,Summer,'Not Busy'
1430,1,Summer,'Not Busy'
1430,2,Summer,'Not Busy'
1430,0,Fall,Busy
1430,3,Fall,Busy
1430,5,Fall,Busy
1430,2,Winter,Busy
1430,5,Winter,'Moderately Busy'
1430,6,Winter,Busy
1430,2,Spring,Busy
1430,4,Spring,'Moderately Busy'
1430,0,Spring,Busy
1430,0,Summer,'Not Busy'
1430,2,Summer,'Moderately Busy'
1430,3,Summer,'Not Busy'
1430,1,Other,'Not Busy'
1430,1,Fall,Busy
1430,4,Fall,'Moderately Busy'
1430,6,Fall,Busy
1430,3,Winter,Busy
1430,6,Winter,'Moderately Busy'
1430,0,Winter,Busy
1430,3,Spring,'Moderately Busy'
1430,5,Spring,'Moderately Busy'
1430,1,Spring,Busy
1430,1,Summer,'Not Busy'
1430,3,Summer,'Not Busy'
1430,4,Summer,'Not Busy'
1430,2,Fall,Busy
1430,5,Fall,'Not Busy'
1430,0,Fall,Busy
1430,4,Winter,Busy
1430,0,Winter,Busy
1430,1,Winter,Busy
1430,4,Spring,'Moderately Busy'
1430,6,Spring,'Moderately Busy'
1430,2,Spring,Busy
1430,2,Summer,'Moderately Busy'
1430,4,Summer,'Moderately Busy'
1430,5,Summer,Empty
1430,1,Other,'Not Busy'
1430,3,Other,'Not Busy'
1430,3,Fall,Busy
1430,6,Fall,'Moderately Busy'
1430,1,Fall,Busy
1430,5,Winter,'Moderately Busy'
1430,1,Winter,Busy
1430,2,Winter,Busy
1430,5,Spring,'Moderately Busy'
1430,0,Spring,Busy
1430,3,Spring,'Moderately Busy'
1430,3,Summer,'Not Busy'
1430,5,Summer,'Not Busy'
1430,6,Summer,Empty
1430,2,Other,'Not Busy'
1430,4,Other,'Not Busy'
1430,4,Fall,Busy
1430,0,Fall,Busy
1430,2,Fall,Busy
1430,6,Winter,'Moderately Busy'
1430,2,Winter,Busy
1430,3,Winter,Busy
1430,6,Spring,'Moderately Busy'
1430,1,Spring,'Moderately Busy'
1430,4,Spring,'Moderately Busy'
1430,4,Summer,'Not Busy'
1430,6,Summer,'Not Busy'
1430,0,Summer,'Not Busy'
1430,3,Other,'Not Busy'
1430,5,Fall,'Moderately Busy'
1430,1,Fall,Busy
1430,3,Fall,'Moderately Busy'
1430,0,Winter,Busy
1430,3,Winter,Busy
1430,4,Winter,Busy
1430,0,Spring,Busy
1430,2,Spring,Busy
1430,5,Summer,Empty
1430,0,Summer,'Moderately Busy'
1430,1,Summer,'Not Busy'
1430,4,Fall,'Not Busy'
1430,6,Fall,Busy
1430,2,Fall,Busy
1430,4,Fall,'Moderately Busy'
1430,1,Winter,Busy
1430,4,Winter,Busy
1430,5,Winter,Busy
1430,1,Spring,'Moderately Busy'
1430,3,Spring,Busy
1430,6,Summer,'Not Busy'
1430,1,Summer,'Moderately Busy'
1430,2,Summer,'Not Busy'
1430,5,Fall,Empty
1430,0,Other,'Not Busy'
1430,0,Fall,Busy
1430,3,Fall,Busy
1430,2,Winter,Busy
1430,5,Winter,'Moderately Busy'
1430,6,Winter,Busy
1430,2,Spring,Busy
1430,4,Spring,'Moderately Busy'
1430,0,Other,'Not Busy'
1430,0,Summer,'Not Busy'
1430,2,Summer,'Moderately Busy'
1430,3,Summer,'Not Busy'
1430,1,Other,'Not Busy'
1430,1,Fall,Busy
1430,4,Fall,Busy
1430,3,Winter,Busy
1430,6,Winter,'Moderately Busy'
1430,0,Winter,Busy
1430,3,Spring,Busy
1430,5,Spring,'Moderately Busy'
1430,1,Other,'Moderately Busy'
1430,1,Summer,'Not Busy'
1430,3,Summer,'Not Busy'
1430,4,Summer,'Not Busy'
1430,0,Fall,'Not Busy'
1430,2,Other,'Not Busy'
1430,2,Fall,Busy
1430,5,Fall,'Moderately Busy'
1430,0,Other,'Not Busy'
1430,4,Winter,Busy
1430,0,Winter,Busy
1430,1,Winter,Busy
1430,4,Spring,'Moderately Busy'
1430,6,Spring,'Moderately Busy'
1430,2,Other,'Not Busy'
1430,2,Summer,'Not Busy'
1430,4,Summer,'Moderately Busy'
1430,5,Summer,Empty
1430,1,Fall,'Not Busy'
1430,3,Other,Empty
1430,3,Fall,Busy
1430,6,Fall,Busy
1430,1,Other,'Not Busy'
1430,5,Winter,'Moderately Busy'
1430,1,Winter,Busy
1430,2,Winter,Busy
1430,5,Spring,'Moderately Busy'
1430,0,Spring,Busy
1430,3,Other,'Not Busy'
1430,3,Summer,'Moderately Busy'
1430,5,Summer,'Moderately Busy'
1430,2,Fall,'Not Busy'
1430,4,Other,Empty
1430,4,Fall,Busy
1430,0,Fall,Busy
1430,2,Other,'Not Busy'
1430,6,Winter,'Moderately Busy'
1430,2,Winter,Busy
1430,3,Winter,'Moderately Busy'
1430,6,Spring,'Moderately Busy'
1430,1,Spring,Busy
1430,4,Other,Empty
1430,4,Summer,'Not Busy'
1430,6,Summer,'Not Busy'
1430,0,Other,'Not Busy'
1430,3,Fall,'Not Busy'
1430,5,Other,Empty
