Year,Month,Day,Time,Total,Quarter,Quarter Progress
2015.0,9.0,1.0,1230,53,Fall,0.043478260869565216
2015.0,9.0,1.0,1300,38,Fall,0.043478260869565216
2015.0,9.0,1.0,1330,32,Fall,0.043478260869565216
2015.0,9.0,1.0,1400,41,Fall,0.043478260869565216
2015.0,9.0,1.0,1430,30,Fall,0.043478260869565216
2015.0,9.0,1.0,1500,32,Fall,0.043478260869565216
2015.0,9.0,1.0,1530,21,Fall,0.043478260869565216
2015.0,9.0,1.0,1600,13,Fall,0.043478260869565216
2015.0,9.0,1.0,1630,12,Fall,0.043478260869565216
2015.0,9.0,1.0,1800,1,Fall,0.043478260869565216
2015.0,9.0,2.0,730,11,Fall,0.05434782608695652
2015.0,9.0,2.0,800,29,Fall,0.05434782608695652
2015.0,9.0,2.0,830,29,Fall,0.05434782608695652
2015.0,9.0,2.0,900,16,Fall,0.05434782608695652
2015.0,9.0,2.0,930,15,Fall,0.05434782608695652
2015.0,9.0,2.0,1000,24,Fall,0.05434782608695652
2015.0,9.0,2.0,1030,20,Fall,0.05434782608695652
2015.0,9.0,2.0,1100,21,Fall,0.05434782608695652
2015.0,9.0,2.0,1130,20,Fall,0.05434782608695652
2015.0,9.0,2.0,1200,31,Fall,0.05434782608695652
2015.0,9.0,2.0,1230,36,Fall,0.05434782608695652
2015.0,9.0,2.0,1300,28,Fall,0.05434782608695652
2015.0,9.0,2.0,1330,25,Fall,0.05434782608695652
2015.0,9.0,2.0,1400,16,Fall,0.05434782608695652
2015.0,9.0,2.0,1430,35,Fall,0.05434782608695652
2015.0,9.0,2.0,1500,20,Fall,0.05434782608695652
2015.0,9.0,2.0,1530,27,Fall,0.05434782608695652
2015.0,9.0,2.0,1600,19,Fall,0.05434782608695652
2015.0,9.0,2.0,1630,18,Fall,0.05434782608695652
2015.0,9.0,2.0,1900,1,Fall,0.05434782608695652
2015.0,9.0,3.0,700,1,Fall,0.06521739130434782
2015.0,9.0,3.0,730,8,Fall,0.06521739130434782
2015.0,9.0,3.0,800,17,Fall,0.06521739130434782
2015.0,9.0,3.0,830,27,Fall,0.06521739130434782
2015.0,9.0,3.0,900,18,Fall,0.06521739130434782
2015.0,9.0,3.0,930,20,Fall,0.06521739130434782
2015.0,9.0,3.0,1000,12,Fall,0.06521739130434782
2015.0,9.0,3.0,1030,26,Fall,0.06521739130434782
2015.0,9.0,3.0,1100,17,Fall,0.06521739130434782
2015.0,9.0,3.0,1130,15,Fall,0.06521739130434782
2015.0,9.0,3.0,1200,22,Fall,0.06521739130434782
2015.0,9.0,3.0,1230,27,Fall,0.06521739130434782
2015.0,9.0,3.0,1300,34,Fall,0.06521739130434782
2015.0,9.0,3.0,1330,22,Fall,0.06521739130434782
2015.0,9.0,3.0,1400,28,Fall,0.06521739130434782
2015.0,9.0,3.0,1430,25,Fall,0.06521739130434782
2015.0,9.0,3.0,1500,19,Fall,0.06521739130434782
2015.0,9.0,3.0,1530,20,Fall,0.06521739130434782
2015.0,9.0,3.0,1600,24,Fall,0.06521739130434782
2015.0,9.0,3.0,1630,7,Fall,0.06521739130434782
2015.0,9.0,3.0,1700,2,Fall,0.06521739130434782
2015.0,9.0,3.0,1730,1,Fall,0.06521739130434782
2015.0,9.0,3.0,1800,1,Fall,0.06521739130434782
2015.0,9.0,4.0,600,1,Fall,0.07608695652173914
2015.0,9.0,4.0,730,11,Fall,0.07608695652173914
2015.0,9.0,4.0,800,30,Fall,0.07608695652173914
2015.0,9.0,4.0,830,22,Fall,0.07608695652173914
2015.0,9.0,4.0,900,19,Fall,0.07608695652173914
2015.0,9.0,4.0,930,23,Fall,0.07608695652173914
2015.0,9.0,4.0,1000,28,Fall,0.07608695652173914
2015.0,9.0,4.0,1030,24,Fall,0.07608695652173914
2015.0,9.0,4.0,1100,18,Fall,0.07608695652173914
2015.0,9.0,4.0,1130,26,Fall,0.07608695652173914
2015.0,9.0,4.0,1200,27,Fall,0.07608695652173914
2015.0,9.0,4.0,1230,39,Fall,0.07608695652173914
2015.0,9.0,4.0,1300,62,Fall,0.07608695652173914
2015.0,9.0,4.0,1330,37,Fall,0.07608695652173914
2015.0,9.0,4.0,1400,38,Fall,0.07608695652173914
2015.0,9.0,4.0,1430,41,Fall,0.07608695652173914
2015.0,9.0,4.0,1500,17,Fall,0.07608695652173914
2015.0,9.0,4.0,1530,28,Fall,0.07608695652173914
2015.0,9.0,4.0,1600,16,Fall,0.07608695652173914
2015.0,9.0,4.0,1630,9,Fall,0.07608695652173914
2015.0,9.0,4.0,1830,1,Fall,0.07608695652173914
2015.0,9.0,5.0,930,5,Fall,0.08695652173913043
2015.0,9.0,5.0,1000,17,Fall,0.08695652173913043
2015.0,9.0,5.0,1030,8,Fall,0.08695652173913043
2015.0,9.0,5.0,1100,10,Fall,0.08695652173913043
2015.0,9.0,5.0,1130,8,Fall,0.08695652173913043
2015.0,9.0,5.0,1200,7,Fall,0.08695652173913043
2015.0,9.0,5.0,1230,12,Fall,0.08695652173913043
2015.0,9.0,5.0,1300,6,Fall,0.08695652173913043
2015.0,9.0,5.0,1330,3,Fall,0.08695652173913043
2015.0,9.0,5.0,1530,20,Fall,0.08695652173913043
2015.0,9.0,5.0,1630,2,Fall,0.08695652173913043
2015.0,9.0,5.0,1830,1,Fall,0.08695652173913043
2015.0,9.0,6.0,900,1,Fall,0.09782608695652174
2015.0,9.0,6.0,930,1,Fall,0.09782608695652174
2015.0,9.0,6.0,1000,10,Fall,0.09782608695652174
2015.0,9.0,6.0,1030,8,Fall,0.09782608695652174
2015.0,9.0,6.0,1100,4,Fall,0.09782608695652174
2015.0,9.0,6.0,1130,6,Fall,0.09782608695652174
2015.0,9.0,6.0,1200,9,Fall,0.09782608695652174
2015.0,9.0,6.0,1230,7,Fall,0.09782608695652174
2015.0,9.0,6.0,1300,15,Fall,0.09782608695652174
2015.0,9.0,6.0,1330,17,Fall,0.09782608695652174
2015.0,9.0,6.0,1400,9,Fall,0.09782608695652174
2015.0,9.0,6.0,1430,7,Fall,0.09782608695652174
2015.0,9.0,6.0,1500,13,Fall,0.09782608695652174
2015.0,9.0,6.0,1530,7,Fall,0.09782608695652174
2015.0,9.0,6.0,1600,7,Fall,0.09782608695652174
2015.0,9.0,6.0,1630,13,Fall,0.09782608695652174
2015.0,9.0,6.0,1700,11,Fall,0.09782608695652174
2015.0,9.0,6.0,1730,5,Fall,0.09782608695652174
2015.0,9.0,0.0,700,2,Fall,0.10869565217391304
2015.0,9.0,0.0,730,13,Fall,0.10869565217391304
2015.0,9.0,0.0,800,28,Fall,0.10869565217391304
2015.0,9.0,0.0,830,216,Fall,0.10869565217391304
2015.0,9.0,0.0,900,124,Fall,0.10869565217391304
2015.0,9.0,0.0,930,312,Fall,0.10869565217391304
2015.0,9.0,0.0,1000,209,Fall,0.10869565217391304
2015.0,9.0,0.0,1030,324,Fall,0.10869565217391304
2015.0,9.0,0.0,1100,151,Fall,0.10869565217391304
2015.0,9.0,0.0,1130,244,Fall,0.10869565217391304
2015.0,9.0,0.0,1200,181,Fall,0.10869565217391304
2015.0,9.0,0.0,1230,274,Fall,0.10869565217391304
2015.0,9.0,0.0,1300,215,Fall,0.10869565217391304
2015.0,9.0,0.0,1330,312,Fall,0.10869565217391304
2015.0,9.0,0.0,1400,218,Fall,0.10869565217391304
2015.0,9.0,0.0,1430,225,Fall,0.10869565217391304
2015.0,9.0,0.0,1500,214,Fall,0.10869565217391304
2015.0,9.0,0.0,1530,144,Fall,0.10869565217391304
2015.0,9.0,0.0,1600,98,Fall,0.10869565217391304
2015.0,9.0,0.0,1630,117,Fall,0.10869565217391304
2015.0,9.0,0.0,1700,94,Fall,0.10869565217391304
2015.0,9.0,0.0,1730,66,Fall,0.10869565217391304
2015.0,9.0,0.0,1800,67,Fall,0.10869565217391304
2015.0,9.0,0.0,1830,53,Fall,0.10869565217391304
2015.0,9.0,0.0,1900,72,Fall,0.10869565217391304
2015.0,9.0,0.0,1930,79,Fall,0.10869565217391304
2015.0,9.0,0.0,2000,54,Fall,0.10869565217391304
2015.0,9.0,0.0,2030,50,Fall,0.10869565217391304
2015.0,9.0,0.0,2100,48,Fall,0.10869565217391304
2015.0,9.0,0.0,2130,14,Fall,0.10869565217391304
2015.0,9.0,0.0,2200,15,Fall,0.10869565217391304
2015.0,9.0,0.0,2230,14,Fall,0.10869565217391304
2015.0,9.0,0.0,2300,5,Fall,0.10869565217391304
2015.0,9.0,0.0,2330,5,Fall,0.10869565217391304
2015.0,9.0,1.0,000,8,Fall,0.11956521739130435
2015.0,9.0,1.0,100,2,Fall,0.11956521739130435
2015.0,9.0,1.0,200,1,Fall,0.11956521739130435
2015.0,9.0,1.0,230,1,Fall,0.11956521739130435
2015.0,9.0,1.0,730,13,Fall,0.11956521739130435
2015.0,9.0,1.0,800,30,Fall,0.11956521739130435
2015.0,9.0,1.0,830,169,Fall,0.11956521739130435
2015.0,9.0,1.0,900,145,Fall,0.11956521739130435
2015.0,9.0,1.0,930,186,Fall,0.11956521739130435
2015.0,9.0,1.0,1000,124,Fall,0.11956521739130435
2015.0,9.0,1.0,1030,199,Fall,0.11956521739130435
2015.0,9.0,1.0,1100,159,Fall,0.11956521739130435
2015.0,9.0,1.0,1130,188,Fall,0.11956521739130435
2015.0,9.0,1.0,1200,172,Fall,0.11956521739130435
2015.0,9.0,1.0,1230,258,Fall,0.11956521739130435
2015.0,9.0,1.0,1300,224,Fall,0.11956521739130435
2015.0,9.0,1.0,1330,319,Fall,0.11956521739130435
2015.0,9.0,1.0,1400,236,Fall,0.11956521739130435
2015.0,9.0,1.0,1430,170,Fall,0.11956521739130435
2015.0,9.0,1.0,1500,246,Fall,0.11956521739130435
2015.0,9.0,1.0,1530,152,Fall,0.11956521739130435
2015.0,9.0,1.0,1600,109,Fall,0.11956521739130435
2015.0,9.0,1.0,1630,120,Fall,0.11956521739130435
2015.0,9.0,1.0,1700,116,Fall,0.11956521739130435
2015.0,9.0,1.0,1730,68,Fall,0.11956521739130435
2015.0,9.0,1.0,1800,74,Fall,0.11956521739130435
2015.0,9.0,1.0,1830,73,Fall,0.11956521739130435
2015.0,9.0,1.0,1900,94,Fall,0.11956521739130435
2015.0,9.0,1.0,1930,77,Fall,0.11956521739130435
2015.0,9.0,1.0,2000,104,Fall,0.11956521739130435
2015.0,9.0,1.0,2030,54,Fall,0.11956521739130435
2015.0,9.0,1.0,2100,43,Fall,0.11956521739130435
2015.0,9.0,1.0,2130,45,Fall,0.11956521739130435
2015.0,9.0,1.0,2200,29,Fall,0.11956521739130435
2015.0,9.0,1.0,2230,17,Fall,0.11956521739130435
2015.0,9.0,1.0,2300,11,Fall,0.11956521739130435
2015.0,9.0,1.0,2330,16,Fall,0.11956521739130435
2015.0,9.0,2.0,000,4,Fall,0.13043478260869565
2015.0,9.0,2.0,030,1,Fall,0.13043478260869565
2015.0,9.0,2.0,230,1,Fall,0.13043478260869565
2015.0,9.0,2.0,700,5,Fall,0.13043478260869565
2015.0,9.0,2.0,730,8,Fall,0.13043478260869565
2015.0,9.0,2.0,800,40,Fall,0.13043478260869565
2015.0,9.0,2.0,830,214,Fall,0.13043478260869565
2015.0,9.0,2.0,900,123,Fall,0.13043478260869565
2015.0,9.0,2.0,930,301,Fall,0.13043478260869565
2015.0,9.0,2.0,1000,172,Fall,0.13043478260869565
2015.0,9.0,2.0,1030,328,Fall,0.13043478260869565
2015.0,9.0,2.0,1100,182,Fall,0.13043478260869565
2015.0,9.0,2.0,1130,275,Fall,0.13043478260869565
2015.0,9.0,2.0,1200,197,Fall,0.13043478260869565
2015.0,9.0,2.0,1230,344,Fall,0.13043478260869565
2015.0,9.0,2.0,1300,237,Fall,0.13043478260869565
2015.0,9.0,2.0,1330,344,Fall,0.13043478260869565
2015.0,9.0,2.0,1400,236,Fall,0.13043478260869565
2015.0,9.0,2.0,1430,233,Fall,0.13043478260869565
2015.0,9.0,2.0,1500,206,Fall,0.13043478260869565
2015.0,9.0,2.0,1530,135,Fall,0.13043478260869565
2015.0,9.0,2.0,1600,136,Fall,0.13043478260869565
2015.0,9.0,2.0,1630,124,Fall,0.13043478260869565
2015.0,9.0,2.0,1700,86,Fall,0.13043478260869565
2015.0,9.0,2.0,1730,80,Fall,0.13043478260869565
2015.0,9.0,2.0,1800,86,Fall,0.13043478260869565
2015.0,9.0,2.0,1830,110,Fall,0.13043478260869565
2015.0,9.0,2.0,1900,94,Fall,0.13043478260869565
2015.0,9.0,2.0,1930,108,Fall,0.13043478260869565
2015.0,9.0,2.0,2000,97,Fall,0.13043478260869565
2015.0,9.0,2.0,2030,66,Fall,0.13043478260869565
2015.0,9.0,2.0,2100,61,Fall,0.13043478260869565
2015.0,9.0,2.0,2130,38,Fall,0.13043478260869565
2015.0,9.0,2.0,2200,28,Fall,0.13043478260869565
2015.0,9.0,2.0,2230,9,Fall,0.13043478260869565
2015.0,9.0,2.0,2300,16,Fall,0.13043478260869565
2015.0,9.0,2.0,2330,7,Fall,0.13043478260869565
2015.0,9.0,3.0,000,4,Fall,0.14130434782608695
2015.0,9.0,3.0,030,1,Fall,0.14130434782608695
2015.0,9.0,3.0,130,1,Fall,0.14130434782608695
2015.0,9.0,3.0,230,1,Fall,0.14130434782608695
2015.0,9.0,3.0,730,10,Fall,0.14130434782608695
2015.0,9.0,3.0,800,30,Fall,0.14130434782608695
2015.0,9.0,3.0,830,151,Fall,0.14130434782608695
2015.0,9.0,3.0,900,153,Fall,0.14130434782608695
2015.0,9.0,3.0,930,180,Fall,0.14130434782608695
2015.0,9.0,3.0,1000,146,Fall,0.14130434782608695
2015.0,9.0,3.0,1030,198,Fall,0.14130434782608695
2015.0,9.0,3.0,1100,145,Fall,0.14130434782608695
2015.0,9.0,3.0,1130,139,Fall,0.14130434782608695
2015.0,9.0,3.0,1200,202,Fall,0.14130434782608695
2015.0,9.0,3.0,1230,230,Fall,0.14130434782608695
2015.0,9.0,3.0,1300,212,Fall,0.14130434782608695
2015.0,9.0,3.0,1330,269,Fall,0.14130434782608695
2015.0,9.0,3.0,1400,199,Fall,0.14130434782608695
2015.0,9.0,3.0,1430,201,Fall,0.14130434782608695
2015.0,9.0,3.0,1500,281,Fall,0.14130434782608695
2015.0,9.0,3.0,1530,170,Fall,0.14130434782608695
2015.0,9.0,3.0,1600,121,Fall,0.14130434782608695
2015.0,9.0,3.0,1630,137,Fall,0.14130434782608695
2015.0,9.0,3.0,1700,111,Fall,0.14130434782608695
2015.0,9.0,3.0,1730,84,Fall,0.14130434782608695
2015.0,9.0,3.0,1800,101,Fall,0.14130434782608695
2015.0,9.0,3.0,1830,92,Fall,0.14130434782608695
2015.0,9.0,3.0,1900,79,Fall,0.14130434782608695
2015.0,9.0,3.0,1930,74,Fall,0.14130434782608695
2015.0,9.0,3.0,2000,72,Fall,0.14130434782608695
2015.0,9.0,3.0,2030,60,Fall,0.14130434782608695
2015.0,9.0,3.0,2100,32,Fall,0.14130434782608695
2015.0,9.0,3.0,2130,39,Fall,0.14130434782608695
2015.0,9.0,3.0,2200,21,Fall,0.14130434782608695
2015.0,9.0,3.0,2230,12,Fall,0.14130434782608695
2015.0,9.0,3.0,2300,13,Fall,0.14130434782608695
2015.0,9.0,3.0,2330,4,Fall,0.14130434782608695
2015.0,9.0,4.0,000,4,Fall,0.15217391304347827
2015.0,9.0,4.0,100,2,Fall,0.15217391304347827
2015.0,9.0,4.0,230,1,Fall,0.15217391304347827
2015.0,9.0,4.0,630,1,Fall,0.15217391304347827
2015.0,9.0,4.0,700,1,Fall,0.15217391304347827
2015.0,9.0,4.0,730,8,Fall,0.15217391304347827
2015.0,9.0,4.0,800,36,Fall,0.15217391304347827
2015.0,9.0,4.0,830,188,Fall,0.15217391304347827
2015.0,9.0,4.0,900,123,Fall,0.15217391304347827
2015.0,9.0,4.0,930,267,Fall,0.15217391304347827
2015.0,9.0,4.0,1000,177,Fall,0.15217391304347827
2015.0,9.0,4.0,1030,271,Fall,0.15217391304347827
2015.0,9.0,4.0,1100,155,Fall,0.15217391304347827
2015.0,9.0,4.0,1130,269,Fall,0.15217391304347827
2015.0,9.0,4.0,1200,165,Fall,0.15217391304347827
2015.0,9.0,4.0,1230,319,Fall,0.15217391304347827
2015.0,9.0,4.0,1300,181,Fall,0.15217391304347827
2015.0,9.0,4.0,1330,255,Fall,0.15217391304347827
2015.0,9.0,4.0,1400,172,Fall,0.15217391304347827
2015.0,9.0,4.0,1430,168,Fall,0.15217391304347827
2015.0,9.0,4.0,1500,134,Fall,0.15217391304347827
2015.0,9.0,4.0,1530,96,Fall,0.15217391304347827
2015.0,9.0,4.0,1600,91,Fall,0.15217391304347827
2015.0,9.0,4.0,1630,82,Fall,0.15217391304347827
2015.0,9.0,4.0,1700,56,Fall,0.15217391304347827
2015.0,9.0,4.0,1730,38,Fall,0.15217391304347827
2015.0,9.0,4.0,1800,42,Fall,0.15217391304347827
2015.0,9.0,4.0,1830,42,Fall,0.15217391304347827
2015.0,9.0,4.0,1900,17,Fall,0.15217391304347827
2015.0,9.0,4.0,1930,27,Fall,0.15217391304347827
2015.0,9.0,4.0,2000,6,Fall,0.15217391304347827
2015.0,9.0,4.0,2030,18,Fall,0.15217391304347827
2015.0,9.0,4.0,2100,9,Fall,0.15217391304347827
2015.0,9.0,4.0,2130,6,Fall,0.15217391304347827
2015.0,9.0,4.0,2200,1,Fall,0.15217391304347827
2015.0,9.0,4.0,2230,1,Fall,0.15217391304347827
2015.0,9.0,5.0,730,1,Fall,0.16304347826086957
2015.0,9.0,5.0,800,4,Fall,0.16304347826086957
2015.0,9.0,5.0,830,22,Fall,0.16304347826086957
2015.0,9.0,5.0,900,15,Fall,0.16304347826086957
2015.0,9.0,5.0,930,25,Fall,0.16304347826086957
2015.0,9.0,5.0,1000,35,Fall,0.16304347826086957
2015.0,9.0,5.0,1030,41,Fall,0.16304347826086957
2015.0,9.0,5.0,1100,45,Fall,0.16304347826086957
2015.0,9.0,5.0,1130,57,Fall,0.16304347826086957
2015.0,9.0,5.0,1200,85,Fall,0.16304347826086957
2015.0,9.0,5.0,1230,66,Fall,0.16304347826086957
2015.0,9.0,5.0,1300,58,Fall,0.16304347826086957
2015.0,9.0,5.0,1330,81,Fall,0.16304347826086957
2015.0,9.0,5.0,1400,71,Fall,0.16304347826086957
2015.0,9.0,5.0,1430,55,Fall,0.16304347826086957
2015.0,9.0,5.0,1500,66,Fall,0.16304347826086957
2015.0,9.0,5.0,1530,46,Fall,0.16304347826086957
2015.0,9.0,5.0,1600,44,Fall,0.16304347826086957
2015.0,9.0,5.0,1630,24,Fall,0.16304347826086957
2015.0,9.0,5.0,1700,33,Fall,0.16304347826086957
2015.0,9.0,5.0,1730,25,Fall,0.16304347826086957
2015.0,9.0,5.0,1800,17,Fall,0.16304347826086957
2015.0,9.0,5.0,1830,32,Fall,0.16304347826086957
2015.0,9.0,5.0,1900,26,Fall,0.16304347826086957
2015.0,9.0,5.0,1930,15,Fall,0.16304347826086957
2015.0,9.0,5.0,2000,13,Fall,0.16304347826086957
2015.0,9.0,5.0,2030,14,Fall,0.16304347826086957
2015.0,9.0,5.0,2100,17,Fall,0.16304347826086957
2015.0,9.0,5.0,2130,8,Fall,0.16304347826086957
2015.0,9.0,5.0,2200,6,Fall,0.16304347826086957
2015.0,9.0,5.0,2230,7,Fall,0.16304347826086957
2015.0,9.0,5.0,2330,2,Fall,0.16304347826086957
2015.0,9.0,6.0,930,2,Fall,0.17391304347826086
2015.0,9.0,6.0,1000,52,Fall,0.17391304347826086
2015.0,9.0,6.0,1030,43,Fall,0.17391304347826086
2015.0,9.0,6.0,1100,65,Fall,0.17391304347826086
2015.0,9.0,6.0,1130,91,Fall,0.17391304347826086
2015.0,9.0,6.0,1200,92,Fall,0.17391304347826086
2015.0,9.0,6.0,1230,119,Fall,0.17391304347826086
2015.0,9.0,6.0,1300,132,Fall,0.17391304347826086
2015.0,9.0,6.0,1330,133,Fall,0.17391304347826086
2015.0,9.0,6.0,1400,117,Fall,0.17391304347826086
2015.0,9.0,6.0,1430,111,Fall,0.17391304347826086
2015.0,9.0,6.0,1500,125,Fall,0.17391304347826086
2015.0,9.0,6.0,1530,171,Fall,0.17391304347826086
2015.0,9.0,6.0,1600,169,Fall,0.17391304347826086
2015.0,9.0,6.0,1630,120,Fall,0.17391304347826086
2015.0,9.0,6.0,1700,118,Fall,0.17391304347826086
2015.0,9.0,6.0,1730,73,Fall,0.17391304347826086
2015.0,9.0,6.0,1800,76,Fall,0.17391304347826086
2015.0,9.0,6.0,1830,103,Fall,0.17391304347826086
2015.0,9.0,6.0,1900,116,Fall,0.17391304347826086
2015.0,9.0,6.0,1930,123,Fall,0.17391304347826086
2015.0,9.0,6.0,2000,107,Fall,0.17391304347826086
2015.0,9.0,6.0,2030,111,Fall,0.17391304347826086
2015.0,9.0,6.0,2100,76,Fall,0.17391304347826086
2015.0,9.0,6.0,2130,109,Fall,0.17391304347826086
2015.0,9.0,6.0,2200,69,Fall,0.17391304347826086
2015.0,9.0,6.0,2230,44,Fall,0.17391304347826086
2015.0,9.0,6.0,2300,22,Fall,0.17391304347826086
2015.0,9.0,6.0,2330,16,Fall,0.17391304347826086
2015.0,9.0,0.0,000,11,Fall,0.18478260869565216
2015.0,9.0,0.0,030,4,Fall,0.18478260869565216
2015.0,9.0,0.0,100,1,Fall,0.18478260869565216
2015.0,9.0,0.0,130,8,Fall,0.18478260869565216
2015.0,9.0,0.0,200,1,Fall,0.18478260869565216
2015.0,9.0,0.0,230,2,Fall,0.18478260869565216
2015.0,9.0,0.0,630,1,Fall,0.18478260869565216
2015.0,9.0,0.0,700,1,Fall,0.18478260869565216
2015.0,9.0,0.0,730,11,Fall,0.18478260869565216
2015.0,9.0,0.0,800,26,Fall,0.18478260869565216
2015.0,9.0,0.0,830,256,Fall,0.18478260869565216
2015.0,9.0,0.0,900,144,Fall,0.18478260869565216
2015.0,9.0,0.0,930,301,Fall,0.18478260869565216
2015.0,9.0,0.0,1000,213,Fall,0.18478260869565216
2015.0,9.0,0.0,1030,385,Fall,0.18478260869565216
2015.0,9.0,0.0,1100,205,Fall,0.18478260869565216
2015.0,9.0,0.0,1130,268,Fall,0.18478260869565216
2015.0,9.0,0.0,1200,217,Fall,0.18478260869565216
2015.0,9.0,0.0,1230,319,Fall,0.18478260869565216
2015.0,9.0,0.0,1300,233,Fall,0.18478260869565216
2015.0,9.0,0.0,1330,352,Fall,0.18478260869565216
2015.0,9.0,0.0,1400,272,Fall,0.18478260869565216
2015.0,9.0,0.0,1430,266,Fall,0.18478260869565216
2015.0,9.0,0.0,1500,219,Fall,0.18478260869565216
2015.0,9.0,0.0,1530,164,Fall,0.18478260869565216
2015.0,9.0,0.0,1600,135,Fall,0.18478260869565216
2015.0,9.0,0.0,1630,152,Fall,0.18478260869565216
2015.0,9.0,0.0,1700,95,Fall,0.18478260869565216
2015.0,9.0,0.0,1730,103,Fall,0.18478260869565216
2015.0,9.0,0.0,1800,118,Fall,0.18478260869565216
2015.0,9.0,0.0,1830,142,Fall,0.18478260869565216
2015.0,9.0,0.0,1900,160,Fall,0.18478260869565216
2015.0,9.0,0.0,1930,141,Fall,0.18478260869565216
2015.0,9.0,0.0,2000,142,Fall,0.18478260869565216
2015.0,9.0,0.0,2030,147,Fall,0.18478260869565216
2015.0,9.0,0.0,2100,93,Fall,0.18478260869565216
2015.0,9.0,0.0,2130,85,Fall,0.18478260869565216
2015.0,9.0,0.0,2200,62,Fall,0.18478260869565216
2015.0,9.0,0.0,2230,34,Fall,0.18478260869565216
2015.0,9.0,0.0,2300,27,Fall,0.18478260869565216
2015.0,9.0,0.0,2330,21,Fall,0.18478260869565216
2015.0,9.0,1.0,000,12,Fall,0.1956521739130435
2015.0,9.0,1.0,030,13,Fall,0.1956521739130435
2015.0,9.0,1.0,100,5,Fall,0.1956521739130435
2015.0,9.0,1.0,200,1,Fall,0.1956521739130435
2015.0,9.0,1.0,700,2,Fall,0.1956521739130435
2015.0,9.0,1.0,730,15,Fall,0.1956521739130435
2015.0,9.0,1.0,800,28,Fall,0.1956521739130435
2015.0,9.0,1.0,830,195,Fall,0.1956521739130435
2015.0,9.0,1.0,900,159,Fall,0.1956521739130435
2015.0,9.0,1.0,930,201,Fall,0.1956521739130435
2015.0,9.0,1.0,1000,108,Fall,0.1956521739130435
2015.0,9.0,1.0,1030,271,Fall,0.1956521739130435
2015.0,9.0,1.0,1100,145,Fall,0.1956521739130435
2015.0,9.0,1.0,1130,187,Fall,0.1956521739130435
2015.0,9.0,1.0,1200,243,Fall,0.1956521739130435
2015.0,9.0,1.0,1230,235,Fall,0.1956521739130435
2015.0,9.0,1.0,1300,212,Fall,0.1956521739130435
2015.0,9.0,1.0,1330,380,Fall,0.1956521739130435
2015.0,9.0,1.0,1400,271,Fall,0.1956521739130435
2015.0,9.0,1.0,1430,212,Fall,0.1956521739130435
2015.0,9.0,1.0,1500,274,Fall,0.1956521739130435
2015.0,9.0,1.0,1530,197,Fall,0.1956521739130435
2015.0,9.0,1.0,1600,136,Fall,0.1956521739130435
2015.0,9.0,1.0,1630,137,Fall,0.1956521739130435
2015.0,9.0,1.0,1700,104,Fall,0.1956521739130435
2015.0,9.0,1.0,1730,101,Fall,0.1956521739130435
2015.0,9.0,1.0,1800,132,Fall,0.1956521739130435
2015.0,9.0,1.0,1830,180,Fall,0.1956521739130435
2015.0,9.0,1.0,1900,131,Fall,0.1956521739130435
2015.0,9.0,1.0,1930,163,Fall,0.1956521739130435
2015.0,9.0,1.0,2000,144,Fall,0.1956521739130435
2015.0,9.0,1.0,2030,169,Fall,0.1956521739130435
2015.0,9.0,1.0,2100,106,Fall,0.1956521739130435
2015.0,9.0,1.0,2130,57,Fall,0.1956521739130435
2015.0,9.0,1.0,2200,43,Fall,0.1956521739130435
2015.0,9.0,1.0,2230,40,Fall,0.1956521739130435
2015.0,9.0,1.0,2300,30,Fall,0.1956521739130435
2015.0,9.0,1.0,2330,20,Fall,0.1956521739130435
2015.0,9.0,2.0,000,4,Fall,0.20652173913043478
2015.0,9.0,2.0,030,8,Fall,0.20652173913043478
2015.0,9.0,2.0,100,1,Fall,0.20652173913043478
2015.0,9.0,2.0,130,3,Fall,0.20652173913043478
2015.0,9.0,2.0,700,4,Fall,0.20652173913043478
2015.0,9.0,2.0,730,6,Fall,0.20652173913043478
2015.0,9.0,2.0,800,24,Fall,0.20652173913043478
2015.0,9.0,2.0,830,236,Fall,0.20652173913043478
2015.0,9.0,2.0,900,133,Fall,0.20652173913043478
2015.0,9.0,2.0,930,316,Fall,0.20652173913043478
2015.0,9.0,2.0,1000,200,Fall,0.20652173913043478
2015.0,9.0,2.0,1030,336,Fall,0.20652173913043478
2015.0,9.0,2.0,1100,180,Fall,0.20652173913043478
2015.0,9.0,2.0,1130,296,Fall,0.20652173913043478
2015.0,9.0,2.0,1200,217,Fall,0.20652173913043478
2015.0,9.0,2.0,1230,343,Fall,0.20652173913043478
2015.0,9.0,2.0,1300,225,Fall,0.20652173913043478
2015.0,9.0,2.0,1330,398,Fall,0.20652173913043478
2015.0,9.0,2.0,1400,237,Fall,0.20652173913043478
2015.0,9.0,2.0,1430,243,Fall,0.20652173913043478
2015.0,9.0,2.0,1500,261,Fall,0.20652173913043478
2015.0,9.0,2.0,1530,183,Fall,0.20652173913043478
2015.0,9.0,2.0,1600,195,Fall,0.20652173913043478
2015.0,9.0,2.0,1630,148,Fall,0.20652173913043478
2015.0,9.0,2.0,1700,119,Fall,0.20652173913043478
2015.0,9.0,2.0,1730,83,Fall,0.20652173913043478
2015.0,9.0,2.0,1800,144,Fall,0.20652173913043478
2015.0,9.0,2.0,1830,183,Fall,0.20652173913043478
2015.0,9.0,2.0,1900,155,Fall,0.20652173913043478
